Name,year,Esrp,Genre,rate,vote,country,company,Global_Sales
Avo,2019,Not Rated,Adventure,8.7,15,United Kingdom,Playdeo,3.52
Oddmar,2018,Not Rated,Adventure,8.7,17,United States,Senri,3.52
Ryuu ga gotoku: Kiwami 2,2017,Mature,Drama,8.7,615,Japan,Ryu Ga Gotoku Studio,3.51
XCOM 2: War of the Chosen,2017,Not Rated,Thriller,8.7,303,United States,Firaxis Games Inc.,3.51
Emerald City Confidential,2009,Not Rated,Unknown,8.7,83,United States,Wadjet Eye,3.5
Sûpâ robotto taisen V,2017,Not Rated,Sci-Fi,8.7,7,Japan,B.B. Studio,3.5
Shin Megami Tensei V,2021,Mature,Fantasy,8.7,81,Japan,Atlus,3.5
Mario Kart 8 Deluxe,2017,Everyone,Sport,8.7,2000,Japan,Nintendo Entertainment Planning & Development (EPD),3.5
Off,2008,Not Rated,Mystery,8.7,25,Belgium,Unknown,3.49
Juusan kihei boueiken,2019,Teen,Drama,8.7,140,Japan,Vanilla Ware,3.49
Hill Street Blues,1991,Not Rated,Crime,8.7,19,United Kingdom,Krisalis Software,3.49
Steins;Gate,2009,Mature,Romance,8.7,348,Japan,5pb.,3.48
Deus Ex: Human Revolution - Director's Cut,2013,Not Rated,Drama,8.7,160,Canada,Eidos Montreal,3.47
Resident Evil HD Remaster,2015,Mature,Mystery,8.7,1000,Japan,Capcom Company,3.46
Downfall,2016,Mature,Mystery,8.7,69,United Kingdom,Harvester Games,3.46
StarCraft II: Legacy of the Void,2015,Not Rated,Sci-Fi,8.7,943,United States,Blizzard Entertainment,3.45
Hellblade: Senua's Sacrifice,2017,Mature,Drama,8.7,3000,United Kingdom,Ninja Theory,3.44
Ori and the Blind Forest,2015,Everyone,Fantasy,8.7,2000,Austria,Moon Studios,3.44
What Remains of Edith Finch,2017,Teen,Mystery,8.7,3000,United States,Giant Sparrow,3.44
BioShock Infinite: Burial at Sea - Episode One,2013,Mature,Mystery,8.7,2000,United States,Irrational Games,3.44
Grim Fandango: Remastered,2015,Teen,Crime,8.7,991,United States,Disney Interactive,3.44
Alien: Isolation,2014,Mature,Thriller,8.7,5000,United Kingdom,Creative Assembly,3.43
The Walking Dead: The Game - Season 2,2013,Mature,Thriller,8.7,7000,United States,Telltale Games,3.42
Gyakuten saiban 3,2004,Teen,Drama,8.7,292,Japan,Capcom Company,3.42
Assassin's Creed IV: Black Flag,2013,Mature,History,8.7,17000,Canada,Ubisoft Annecy,3.41
Borderlands 2,2012,Mature,Comedy,8.7,6000,United States,Gearbox Software,3.41
StarCraft II: Heart of the Swarm,2013,Not Rated,Sci-Fi,8.7,1000,United States,Blizzard Entertainment,3.4
Overclocked - Eine Geschichte über Gewalt,2007,Not Rated,Thriller,8.7,73,Germany,House of Tales,3.4
Super Mario Advance 4: Super Mario Bros. 3,2003,Everyone,Family,8.7,15,Japan,Nintendo R&D2,3.4
BUZZ! Junior: Jungle Party,2006,Not Rated,Family,8.7,23,United Kingdom,Magenta Software,3.39
L.A. Noire,2011,Mature,Drama,8.7,15000,Australia,Team Bondi,3.38
Twisted-Wonderland,2020,Not Rated,Fantasy,8.7,6,Japan,Aniplex,3.37
Assassin's Creed: Brotherhood,2010,Mature,History,8.7,15000,Canada,Ubisoft Annecy,3.37
Project Zomboid,2013,Mature,Horror,8.7,23,Canada,The Indie Stone,3.36
Outer Wilds: Echoes of the Eye,2021,Not Rated,Sci-Fi,8.7,52,United States,Mobius Digital,3.36
MVP Baseball 2005,2005,Not Rated,Sport,8.7,53,United States,EA Sports,3.35
Enderal: Forgotten Stories,2019,Not Rated,Fantasy,8.7,13,Germany,SureAI,3.34
Metal Gear Solid V: The Definitive Experience,2016,Mature,Drama,8.7,37,Japan,Kojima Productions,3.33
Mass Effect 3: Leviathan,2012,Mature,Sci-Fi,8.7,72,Canada,Bioware,3.33
Demon's Souls,2009,Mature,Fantasy,8.7,1000,Japan,From Software,3.33
Devil May Cry 3: Special Edition,2006,Mature,Fantasy,8.7,34,Japan,Capcom Company,3.33
Beyblade G-Revolution,2004,Everyone,Action,8.7,6,Unknown,Unknown,3.32
Pavlov VR,2017,Not Rated,Action,8.7,10,United States,Unknown,3.31
Forza Horizon 5,2021,Everyone,Crime,8.7,797,United Kingdom,Playground Games,3.31
Lost Judgment,2021,Mature,Crime,8.7,207,Japan,Ryu Ga Gotoku Studio,3.31
Wandersong,2018,Everyone10+,Musical,8.7,15,United States,Greg Lobanov,3.31
The Binding of Isaac: Repentance,2021,Mature,Fantasy,8.7,73,United States,Nicalis,3.3
Cruelty Squad,2021,Not Rated,Crime,8.7,22,Finland,Consumer Softproducts,3.28
Meitantei Conan: Tsuioku no Mirajiyu,2007,Not Rated,Mystery,8.7,14,Japan,Marvelous Entertainment,3.28
Reiton kyôju to saigo no jikan ryokô,2008,Everyone10+,Fantasy,8.7,237,Japan,Level-5,3.28
Super Mario 3D World + Bowser's Fury,2021,Everyone,Fantasy,8.7,518,United States,Nintendo Entertainment Planning & Development (EPD),3.27
Smugglers of Cygnus: Cygnus Pizza Race,2020,Not Rated,Action,8.7,11,United States,Longplay Games,3.26
Gears of War 2,2008,Mature,War,8.7,5000,United States,Epic Games,3.26
Little Nightmares II,2021,Teen,Horror,8.7,1000,Sweden,Tarsier Studios,3.26
She Will Punish Them,2020,Not Rated,Fantasy,8.7,34,China,L2 Game Studios,3.26
History Adventures: Revolutions & Industrialization,2020,Not Rated,History,8.7,31,Qatar,Spencer Striker Digital Media,3.25
Demon's Souls,2020,Mature,Fantasy,8.7,862,Japan,Bluepoint Games,3.24
Resident Evil Village,2021,Mature,Drama,8.7,4000,Japan,Capcom Company,3.24
Super Dragon Ball Heroes: World Mission,2019,Teen,Unknown,8.7,12,Unknown,Unknown,3.23
Ponkotsu roman daikatsugeki Banpi Torotto,2005,Teen,Drama,8.7,81,Japan,Irem,3.21
Tony Hawk's Pro Skater 1 + 2,2020,Teen,Sport,8.7,348,United States,Vicarious Visions,3.2
Dragon Ball Z: Sparking! Meteor,2007,Teen,Comedy,8.7,850,United States,Bandai Visual Company,3.2
Lego Star Wars: The Complete Saga,2007,Everyone10+,Comedy,8.7,4000,United Kingdom,LEGO,3.2
Candle,2016,Not Rated,Adventure,8.7,6,Spain,Teku Studios,3.19
Demons Vs Fairyland,2016,Not Rated,Adventure,8.7,7,Unknown,Unknown,3.18
Pixel Ripped 1995,2020,Everyone10+,Adventure,8.7,22,Brazil,Arvore Immersive Experiences,3.18
Ryu ga gotoku 7: Hikari to yami no yukue,2020,Mature,Crime,8.7,504,Japan,Ryu Ga Gotoku Studio,3.18
Xenoblade Chronicles: Definitive Edition,2020,Teen,Fantasy,8.7,195,Unknown,Monolith Soft,3.18
Outer Wilds,2019,Not Rated,Sci-Fi,8.7,469,United States,Mobius Digital,3.17
El Chavo Kart,2014,Everyone10+,Comedy,8.7,18,Unknown,Televisa Home Entertainment,3.17
Blush Blush,2019,Not Rated,Romance,8.7,7,Canada,Sad Panda Studios,3.16
Paraworld,2006,Not Rated,Fantasy,8.7,41,Germany,Sunflowers,3.15
Dairantô Sumasshu Burazâzu ekkusu,2008,Teen,Fantasy,8.7,4000,Japan,Sora,3.14
Football Manager 2007,2006,Not Rated,Sport,8.7,275,United Kingdom,Sega,3.14
Ultima V: Lazarus,2005,Not Rated,Fantasy,8.7,49,United States,Team Lazarus,3.14
Original War,2001,Teen,War,8.7,21,Czech Republic,Altar Interactive,3.13
Minna daisuki katamari damashii,2005,Everyone,Fantasy,8.7,176,Japan,Namco,3.13
Darwinia,2005,Not Rated,Adventure,8.7,38,United Kingdom,Introversion Software Limited,3.12
Poketto Monsutâ Emerarudo,2004,Everyone,Fantasy,8.7,1000,Japan,Unknown,3.12
Homeworld,1999,Everyone10+,Drama,8.7,297,Canada,Relic Entertainment,3.12
StarLancer,2000,Not Rated,Sci-Fi,8.7,56,United States,Digital Anvil,3.12
Pajama Sam: No Need to Hide When It's Dark Outside,1996,Not Rated,Family,8.7,182,United States,Humongous Entertainment,3.12
Need for Speed: Most Wanted,2005,Teen,Sport,8.7,6000,Canada,Electronic Arts (EA),3.12
Super Solvers: Gizmos & Gadgets!,1993,Not Rated,Family,8.7,10,United States,The Learning Company,3.11
TimeSplitters: Future Perfect,2005,Mature,Sci-Fi,8.7,809,United Kingdom,Free Radical Design,3.1
Star Control II,1992,Not Rated,Sci-Fi,8.7,104,United States,Toys For Bob,3.1
Shadow Hearts II,2004,Teen,Fantasy,8.7,179,Japan,Nautilus,3.1
Poketto monsutâ faiareddo,2004,Everyone,Fantasy,8.7,1000,Japan,Creatures,3.09
The Lord of the Rings: The Battle for Middle-Earth,2004,Not Rated,Fantasy,8.7,1000,United States,Electronic Arts (EA),3.08
Ico,2001,Teen,Fantasy,8.7,1000,Japan,Sony Computer Entertainment,3.08
Anvil of Dawn,1995,Not Rated,Fantasy,8.7,12,United States,New World Computing,3.07
Psychonauts,2005,Teen,Comedy,8.7,1000,United States,Double Fine Productions Inc.,3.07
Azel: Panzer Dragoon RPG,1998,Not Rated,Adventure,8.7,142,Japan,Team Andromeda,3.07
Zero: Akai chou,2003,Mature,Mystery,8.7,601,Japan,Tecmo,3.05
Rome: Total War,2004,Teen,History,8.7,1000,United Kingdom,Creative Assembly,3.05
Halo 2,2004,Mature,Sci-Fi,8.7,9000,United States,Bungie Software,3.05
Silent Hill 3,2003,Mature,Mystery,8.7,3000,Japan,Konami Computer Entertainment,3.04
Septerra Core: Legacy of the Creator,1999,Not Rated,Sci-Fi,8.7,71,United States,Unknown,3.04
Majestic,2001,Not Rated,Thriller,8.7,19,United States,Anim-X,3.03
The Journeyman Project 3: Legacy of Time,1998,Adults Only,Sci-Fi,8.7,91,United States,Presto Studios,3.03
Freespace 2,1999,Not Rated,Sci-Fi,8.7,258,United States,Interplay Entertainment,3.02
Poketto Monsutaa Kurisutaru,2000,Everyone,Fantasy,8.7,977,Japan,Creatures,3.02
Grand Theft Auto III,2001,Mature,Drama,8.7,16000,United Kingdom,Rockstar North,3.02
Super Mario RPG: Legend of the Seven Stars,1996,Everyone,Fantasy,8.7,1000,Japan,Nintendo,3.02
Perfect Dark,2000,Not Rated,Sci-Fi,8.7,1000,United Kingdom,Rare,3.01
Astron Belt,1983,Not Rated,Sci-Fi,8.7,10,Japan,Sega Enterprises,3.01
Alice,2000,Mature,Fantasy,8.7,1000,United States,Electronic Arts (EA),3.01
Strike Commander,1993,Not Rated,Action,8.7,49,United States,Origin Systems,3
Mario Kart 64,1996,Adults Only,Fantasy,8.7,3000,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),3
Ultima VII: The Black Gate,1992,Not Rated,Fantasy,8.7,122,United States,Origin Systems,3
Poketto monsutâ Pikachû,1998,Everyone,Fantasy,8.7,1000,Japan,Creatures,2.99
Poketto monsutâ ao,1996,Everyone,Family,8.7,1000,Japan,Creatures,2.99
Fainaru fantajî VIII,1999,Teen,Fantasy,8.7,5000,Japan,Square Company,2.99
The Hyrule fantasy: Zeruda no densetsu,1986,Everyone,Fantasy,8.7,2000,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),2.99
Lands of Lore: The Throne of Chaos,1994,Not Rated,Fantasy,8.7,125,United States,Westwood Studios Inc.,2.97
Riven: The Sequel to Myst,1997,Everyone,Mystery,8.7,502,United States,Cyan Inc.,2.97
Toonstruck,1996,Teen,Comedy,8.7,347,United Kingdom,Burst,2.96
Cinderella Phenomenon,2017,Not Rated,Romance,8.6,9,United Kingdom,Unknown,2.96
Return of the Obra Dinn,2018,Mature,Mystery,8.6,314,United States,3909,2.96
True Fear: Forsaken Souls Part 2,2018,Not Rated,Mystery,8.6,17,United States,Goblinz,2.95
The Elder Scrolls V: Skyrim Mod - Wyrmstooth,2011,Mature,Fantasy,8.6,15,Australia,Unknown,2.94
Hagane no Renkinjutsushi: Fullmetal Alchemist - Yakusoku no Hi e,2010,Not Rated,Adventure,8.6,7,Japan,Crafts & Meister,2.94
Steins;Gate: Senkei Kousoku no Phenogram,2013,Mature,Sci-Fi,8.6,45,Japan,5pb.,2.94
Forza Horizon 4,2018,Everyone,Crime,8.6,1000,United Kingdom,Playground Games,2.94
Doom Eternal,2020,Mature,Fantasy,8.6,2000,United States,id Software,2.94
Shenmue I & II,2018,Teen,Crime,8.6,137,Unknown,D3t,2.93
Spyro Reignited Trilogy,2018,Everyone10+,Adventure,8.6,1000,United States,Squeeze Studio Animation,2.93
Celeste,2018,Everyone,Comedy,8.6,1000,United States,Matt Makes Games,2.92
Finding Paradise,2017,Not Rated,Sci-Fi,8.6,182,United States,Freebird Games,2.92
I Expect You To Die,2016,Everyone10+,Action,8.6,38,United States,Schell Games,2.91
Touhou Koumakyou: the Embodiment of Scarlet Devil,2002,Not Rated,Fantasy,8.6,33,Japan,Team Shanghai Alice,2.91
OneShot,2016,Not Rated,Fantasy,8.6,86,Unknown,Future Cat,2.9
The Scooby-Doo Monsters Unleashed Challenge,2004,Not Rated,Family,8.6,10,United States,Warner Bros. Family Entertainment,2.9
Total War: Warhammer II,2017,Teen,Fantasy,8.6,285,United Kingdom,Creative Assembly,2.89
The House in Fata Morgana,2012,Mature,Drama,8.6,63,Japan,Unknown,2.89
Lone Echo,2017,Not Rated,Sci-Fi,8.6,57,United States,Oculus VR,2.89
The Unholy War,1998,Not Rated,Sci-Fi,8.6,9,United States,Crystal Dynamics,2.89
Rajianto hisutoria,2010,Not Rated,Sci-Fi,8.6,10,Japan,Unknown,2.89
Battle Realms,2001,Not Rated,Fantasy,8.6,24,United States,Liquid Entertainment,2.88
Sword Art Online: Infinity Moment,2013,Not Rated,Fantasy,8.6,21,Japan,Aquiria,2.87
The Adventures of Batman & Robin,1995,Adults Only,Crime,8.6,15,United States,Clockwork Tortoise,2.87
Forza Horizon 3,2016,Everyone,Crime,8.6,848,United Kingdom,Playground Games,2.86
Dai Gyakuten Saiban: Naruhodou Ryuunosuke no Bouken,2015,Not Rated,Mystery,8.6,59,Japan,Capcom Company,2.86
The Last Door: Season One,2013,Not Rated,Mystery,8.6,120,Spain,The Game Kitchen,2.86
Steins;Gate 0,2015,Mature,Mystery,8.6,187,Japan,5pb.,2.85
Danganronpa 2: Goodbye Despair,2012,Mature,Thriller,8.6,636,Japan,Spike Chunsoft,2.85
Bandori! Gâruzu bando pâtî,2017,Not Rated,Music,8.6,19,Japan,Craft Egg,2.85
LUNAR: Silver Star Story Complete,1999,Teen,Comedy,8.6,37,United States,Working Designs,2.85
Rune Factory 3: A Fantasy Harvest Moon,2009,Everyone,Unknown,8.6,9,Japan,Neverland Company,2.85
Hatsune Miku: Project Diva F,2012,Teen,Musical,8.6,65,Japan,Dingo (II),2.83
Aliens vs. Pinball,2016,Everyone10+,Sci-Fi,8.6,99,United States,Zen Studios,2.83
Injustice 2,2017,Teen,Fantasy,8.6,3000,United States,DC Entertainment,2.83
The 13th Doll,2018,Not Rated,Thriller,8.6,7,United States,Attic Door Productions,2.82
Asagao Academy: Normal Boots Club,2016,Not Rated,Romance,8.6,43,United States,Illus Seed,2.82
Doragon kuesuto XI: Sugisarishi toki o motomete,2017,Teen,Fantasy,8.6,491,Japan,Armor Project,2.82
Wallace & Gromit Fun Pack,1996,Not Rated,Family,8.6,8,United Kingdom,Inner Workings,2.82
Shardlight,2016,Not Rated,Sci-Fi,8.6,104,United States,Wadjet Eye,2.81
The Last Stand: Union City,2011,Not Rated,Horror,8.6,15,Unknown,Unknown,2.81
Cyber City Oedo 808,1991,Not Rated,Action,8.6,17,Japan,NCS Corporation,2.81
XCOM: Enemy Within,2013,Mature,Thriller,8.6,442,United States,Firaxis Games Inc.,2.8
Dragon Age: Inquisition - Trespasser,2015,Not Rated,Fantasy,8.6,403,United States,Unknown,2.8
Punky Skunk,1998,Not Rated,Unknown,8.6,29,Japan,Ukiyotei,2.8
Final Fantasy XIV: Heavensward,2015,Teen,Fantasy,8.6,174,Japan,Square Enix Company,2.79
GivingTales,2015,Not Rated,Family,8.6,43,Hungary,GivingTales Kft,2.79
X-Men Cartoon Maker,1996,Not Rated,Action,8.6,20,United States,Instinct Corporation,2.79
Cuphead,2017,Everyone,Adventure,8.6,2000,Canada,Studio MDHR,2.79
Fallout 4,2015,Mature,Sci-Fi,8.6,13000,United States,Bethesda Game Studios,2.79
Rack N Ruin,2015,Not Rated,Adventure,8.6,8,United States,LifeSpark Entertainment,2.79
A Golden Wake,2014,Not Rated,Unknown,8.6,84,United States,Wadjet Eye,2.79
NyxQuest: Kindred Spirits,2009,Not Rated,Adventure,8.6,7,Spain,Unknown,2.78
To the Moon,2011,Teen,Mystery,8.6,733,Canada,Freebird Games,2.78
Dragon Age: Inquisition,2014,Mature,Fantasy,8.6,4000,Canada,Bioware,2.78
Resident Evil 7: Biohazard,2017,Mature,Mystery,8.6,7000,Japan,Capcom Company,2.78
Dejimon adobenchâ,2013,Not Rated,Sci-Fi,8.6,30,Japan,Bandai Namco Games,2.78
Mario Kart 8,2014,Everyone,Fantasy,8.6,2000,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),2.78
Star Wars Pinball,2013,Everyone10+,Sci-Fi,8.6,83,United States,Zen Studios,2.77
Black Mesa,2012,Not Rated,Thriller,8.6,689,United States,Black Mesa Modification Team,2.77
Medieval Moves: Deadmund's Quest,2011,Not Rated,Action,8.6,15,United States,San Diego Studios,2.77
Ni no Kuni: Wrath of the White Witch,2011,Everyone10+,Fantasy,8.6,862,Japan,Level-5,2.76
9mm,2011,Mature,Crime,8.6,5,France,Gameloft,2.76
Bayonetta 2,2014,Mature,Fantasy,8.6,609,Japan,Platinum Games,2.75
The Cat Lady,2012,Not Rated,Mystery,8.6,261,United Kingdom,Harvester Games,2.75
Parodiusu Da! Shinwa kara Owaraihe,1990,Not Rated,Family,8.6,49,Japan,Konami Industries,2.73
Otomediusu X,2011,Teen,Fantasy,8.6,55,Japan,Konami Computer Entertainment,2.73
Mystery Case Files: Escape from Ravenhearst,2011,Not Rated,Mystery,8.6,22,United States,Big Fish Games,2.73
Kyokugen dasshutsu: 9-jikan 9-nin 9 no tobira,2009,Mature,Sci-Fi,8.6,265,Japan,Chun Soft,2.72
Gô bakêshon,2011,Everyone,Sport,8.6,28,Japan,Unknown,2.7
Salt and Sacrifice,2022,Not Rated,Action,8.6,5,United States,Ska Studios,2.7
Zero Escape: The Nonary Games,2017,Mature,Horror,8.6,17,Japan,Spike Chunsoft,2.7
People Playground,2019,Not Rated,Comedy,8.6,13,Netherlands,Studio Minus,2.7
Journey,2012,Everyone,Fantasy,8.6,3000,United States,ThatGameCompany,2.7
Saturday Night Fever,2008,Not Rated,Action,8.6,9,Japan,Paramount Pictures Digital Entertainment,2.7
Marvel Pinball,2010,Not Rated,Action,8.6,89,United States,Resnick Interactive Development,2.69
Halo: Reach,2010,Mature,Sci-Fi,8.6,6000,United States,Bungie Software,2.69
RimWorld,2013,Mature,Sci-Fi,8.6,18,Canada,Unknown,2.69
Batman - The Telltale Series Shadow Mode,2016,Not Rated,Unknown,8.6,7,Unknown,Unknown,2.68
Ghostbusters: Afterlife ScARe,2021,Not Rated,Sci-Fi,8.6,68,United States,Ghostcorps,2.68
Kid A Mnesia Exhibition,2021,Not Rated,Music,8.6,32,United Kingdom,Unknown,2.67
Kero Blaster,2014,Everyone,Fantasy,8.6,5,Japan,Studio Pixel,2.67
Ultra Custom Night,2020,Not Rated,Horror,8.6,17,Poland,Unknown,2.67
Before Your Eyes,2021,Not Rated,Drama,8.6,66,United States,GoodbyeWorld Games,2.67
Wizard101,2008,Everyone10+,Fantasy,8.6,126,United States,KingsIsle Entertainment,2.67
Afraid of Monsters,2005,Not Rated,Horror,8.6,5,Sweden,Team Psykskallar,2.66
Age of Empires III: Definitive Edition,2020,Not Rated,War,8.6,15,United States,Forgotten Empires,2.66
Devil May Cry 5: Special Edition,2020,Mature,Fantasy,8.6,50,Japan,Capcom Company,2.66
Ready or Not,2021,Not Rated,Thriller,8.6,14,New Zealand,VOID Interactive,2.65
Shin Megami Tensei: Strange Journey,2009,Mature,Fantasy,8.6,64,Japan,Atlus,2.65
Hylics,2015,Not Rated,Fantasy,8.6,14,United States,Unknown,2.65
Summertime Saga,2019,Mature,Romance,8.6,27,France,Kompas Productions,2.65
Teardown,2020,Not Rated,Crime,8.6,29,Sweden,Tuxedo Labs,2.65
Disgaea 3: Absence of Justice,2008,Teen,Comedy,8.6,51,Japan,Nippon Ichi Software,2.65
Grand Theft Auto IV: The Ballad of Gay Tony,2009,Mature,Drama,8.6,4000,United Kingdom,Rockstar North,2.63
South of the Circle,2020,Not Rated,Drama,8.6,14,United Kingdom,Unknown,2.63
Max Payne 3,2012,Mature,Drama,8.6,10000,Canada,Rockstar Vancouver,2.63
Evil Dead: The Game,2022,Mature,Horror,8.6,216,United States,Saber Interactive,2.63
Dofus,2004,Not Rated,Adventure,8.6,13,France,Ankama,2.62
Murder House,2020,Mature,Horror,8.6,38,United States,Puppet Combo,2.62
Rûn fakutorî furontia,2008,Not Rated,Unknown,8.6,19,Japan,Neverland Company,2.62
Arknights,2020,Not Rated,Fantasy,8.6,24,United States,Hypergryph,2.62
Deus Ex: Human Revolution,2011,Mature,Drama,8.6,5000,Canada,Eidos Interactive,2.61
The Secret of Monkey Island: Special Edition,2009,Everyone10+,Fantasy,8.6,73,United States,LucasArts Entertainment Company,2.6
BTS Universe Story,2020,Not Rated,Unknown,8.6,13,South Korea,HYBE,2.6
The Yakuza Remastered Collection,2019,Not Rated,Drama,8.6,38,Japan,Ryu Ga Gotoku Studio,2.59
Quest for Glory II: Trial by Fire,2008,Not Rated,Adventure,8.6,29,Australia,AGD Interactive LLC,2.59
Tokyo Dark,2017,Mature,Mystery,8.6,5,Japan,Cherrymochi,2.59
Ryû ga gotoku 2,2006,Mature,Drama,8.6,225,Japan,Ryu Ga Gotoku Studio,2.58
Culdcept Saga,2006,Teen,Drama,8.6,9,Japan,Jamsworks Co.,2.58
Faith,2017,Not Rated,Horror,8.6,7,United States,Airdorf Games,2.58
NieR Replicant: ver.1.22474487139...,2021,Mature,Drama,8.6,364,Japan,Square Enix Company,2.58
NCAA Basketball 10,2009,Not Rated,Sport,8.6,6,Canada,EA Sports,2.58
Company of Heroes: Opposing Fronts,2007,Not Rated,War,8.6,233,Canada,Relic Entertainment,2.57
The Legend of Kyrandia: The Hand of Fate,1993,Not Rated,Fantasy,8.6,61,United States,Westwood Studios Inc.,2.57
Discovery Tour: Ancient Greece,2019,Everyone10+,History,8.6,21,Canada,Ubisoft Montreal,2.57
Five Nights at Candy's Remastered,2019,Not Rated,Horror,8.6,21,United States,Unknown,2.57
Hype: The Time Quest,1999,Everyone,Fantasy,8.6,52,Canada,Playmobil Interactive,2.57
Dijitaru debiru saaga: Abataaru teyuunaa 2,2005,Mature,Fantasy,8.6,81,Japan,Atlus,2.57
Debiru samanaa: Kuzunoha Raidou tai Chôriki Heidan,2006,Mature,Fantasy,8.6,76,Japan,Atlus,2.56
Not for Broadcast,2019,Not Rated,Drama,8.6,67,United Kingdom,Unknown,2.56
Monsutâ hantâ wârudo: Aisubôn,2019,Not Rated,Fantasy,8.6,85,Japan,Unknown,2.56
Mega Man Zero/ZX Legacy Collection,2020,Teen,Sci-Fi,8.6,16,Japan,Capcom Company,2.56
Sky: Children of the Light,2019,Not Rated,Adventure,8.6,77,United States,ThatGameCompany,2.55
AM2R: Return of Samus,2016,Everyone10+,Mystery,8.6,21,Argentina,Unknown,2.54
Persona 3 Portable,2009,Mature,Fantasy,8.6,117,Japan,Atlus,2.53
Digital Combat Simulator World,2008,Not Rated,War,8.6,8,Russia,Eagle Dynamics,2.53
Factorio,2012,Not Rated,Adventure,8.6,98,Czech Republic,Wube Software,2.53
Faces of War,2006,Not Rated,War,8.6,73,Unknown,Best Way,2.52
World in Conflict,2007,Teen,Drama,8.6,424,Sweden,Ubisoft Massive,2.52
Persian Gulf Inferno,1989,Not Rated,Action,8.6,7,United States,Magic Bytes,2.52
Bully,2006,Teen,Drama,8.6,5000,Canada,Rockstar Vancouver,2.52
QI: A Quite Interesting Game,2005,Mature,Game Show,8.6,28,United Kingdom,TalkBack Productions,2.52
"Achtung, die Kurve!",1995,Not Rated,Family,8.6,30,Germany,Microsoft,2.51
The Lord of the Rings: The Battle for Middle-Earth II,2006,Not Rated,Fantasy,8.6,1000,United States,Electronic Arts (EA),2.5
Sly 3: Honor Among Thieves,2005,Everyone10+,Comedy,8.6,995,United States,Sony Computer Entertainment America,2.5
Civilization IV,2005,Everyone10+,History,8.6,1000,United States,2K Games,2.5
Radiata Stories,2005,Teen,Drama,8.6,78,Japan,Tri-Ace Inc.,2.5
Quest for Glory I: So You Want to Be a Hero,1992,Not Rated,Adventure,8.6,100,United States,Sierra Entertainment,2.49
Prince of Persia: Warrior Within,2004,Mature,Fantasy,8.6,3000,Canada,Ubisoft Montreal,2.49
Ace Combat 5: The Unsung War,2004,Teen,Drama,8.6,252,Japan,Namco,2.48
Katamari damashii,2004,Everyone,Fantasy,8.6,352,Japan,Namco,2.48
Nancy Drew: Curse of Blackmoor Manor,2004,Everyone,Mystery,8.6,109,United States,Her Interactive Inc.,2.47
Rockman Zero 3,2004,Everyone,Sci-Fi,8.6,111,Japan,Capcom Company,2.47
Splinter Cell: Chaos Theory,2005,Mature,Thriller,8.6,2000,Canada,Ubisoft Montreal,2.47
ESPN NFL 2K5,2004,Not Rated,Sport,8.6,137,United States,ESPN Videogames,2.47
Tales of Symphonia,2003,Teen,Drama,8.6,705,Japan,Namco Tales Studio Ltd.,2.47
Desperados: Wanted Dead or Alive,2001,Not Rated,Western,8.6,228,Germany,Spellbound I,2.47
The Chronicles of Riddick: Escape from Butcher Bay,2004,Mature,Sci-Fi,8.6,3000,United States,Starbreeze Studios,2.46
Return of the Incredible Machines: Contraptions,2000,Not Rated,Adventure,8.6,6,United States,Sierra Entertainment,2.46
Call of Duty,2003,Teen,War,8.6,6000,United States,Activision,2.45
Dark Earth,1997,Not Rated,Sci-Fi,8.6,46,France,Kalisto Entertainment,2.45
Twisted Metal 2: World Tour,1996,Teen,Fantasy,8.6,550,United States,SingleTrac Entertainment Technologies Inc.,2.44
Dreamfall: The Longest Journey,2006,Mature,Fantasy,8.6,1000,Norway,Funcom,2.43
Betrayal at Krondor,1993,Not Rated,Fantasy,8.6,80,United States,Dynamix,2.43
Frontier: Elite II,1993,Not Rated,Sci-Fi,8.6,47,United Kingdom,Konami,2.43
Atlantis: The Lost Tales,1997,Not Rated,Mystery,8.6,50,France,Cryo Interactive Entertainment,2.43
Snatcher,1988,Teen,Sci-Fi,8.6,242,Japan,Konami,2.42
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,2002,Not Rated,Comedy,8.6,498,United States,Monolith Productions,2.42
Jet Set Radio Future,2002,Teen,Sport,8.6,270,Japan,Smilebit Corporation,2.42
Jak and Daxter: The Precursor Legacy,2001,Everyone10+,Comedy,8.6,1000,United States,Naughty Dog,2.42
Silent Bomber,1999,Teen,Mystery,8.6,21,Japan,Cyber Connect,2.42
Star Wars: Jedi Knight II - Jedi Outcast,2002,Teen,Fantasy,8.6,2000,United States,LucasArts Entertainment Company,2.42
Blue's Treasure Hunt,1999,Everyone,Musical,8.6,20,United States,Humongous Entertainment,2.41
Zeruda no densetsu: Yume o miru shima,1993,Everyone,Fantasy,8.6,1000,Japan,Nintendo Entertainment Analysis and Development (EAD) (I),2.41
Shivers II: Harvest of Souls,1997,Teen,Musical,8.6,41,United States,Sierra Entertainment,2.41
Quest for Glory V: Dragon Fire,1998,Not Rated,Unknown,8.6,81,United States,Sierra Entertainment,2.41
Doom,1993,Mature,Sci-Fi,8.6,4000,United States,David A. Palmer Productions,2.41
Lunar: The Silver Star,1992,Not Rated,Comedy,8.6,180,Japan,Game Arts Co.,2.4
